FID,lnk,reg_obj_id,ro_acct,root_id,site_name,address,town,sw_id,acres,cap_status,lf_liner,status,type_oper,type_rsp,waste_type,l_base,l_acc_est,l_type,l_meth,l_src_1,l_src_2,l_src_3,l_staff,l_prog,l_date,dig_method,shape
GISDATA.SW_LD_POLY.974,308C,39833,173031,173032,WALTHAM DUMP,SAWYER RD,WALTHAM,0308.003,3.8889932,Incomplete,n/a,Inactive,,,MSW,DOQ,100,EWA,PHO,DD_SW,AP_DOQ,MS_USGS,MANNO_T,DEP_BAW,2010-09-09T00:00:00,F,"POLYGON ((220276.78823116422 901287.3208396733, 220341.63989269733 901334.6450269334, 220386.04289020598 901367.3630303964, 220402.40187515318 901367.9472750649, 220430.4458541423 901345.1615652218, 220454.40008689463 901320.623054225, 220451.47882998735 901309.5223384276, 220470.75907183439 901280.3098365329, 220463.74806869775 901262.7823622562, 220444.46786042303 901249.3446006402, 220401.8176304847 901240.5808970779, 220380.78462106735 901233.5698603615, 220366.76264835894 901234.7383832671, 220340.76802505553 901249.9300540872, 220309.50620105118 901262.7823622562, 220278.54096516222 901279.7255918644, 220276.78823116422 901287.3208396733))"
GISDATA.SW_LD_POLY.996,336C,39896,173088,159577,WEYMOUTH WHARF STREET LANDFILL,94 WHARF ST,WEYMOUTH,0336.003,17.62415266,Capped,Not Lined,Closed,Municipal,,MSW,NA,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-08-19T00:00:00,PAR,"POLYGON ((247665.05418607593 885791.2209107056, 247662.70421300828 885773.0508680306, 247661.92421279848 885773.6609000489, 247542.65418994427 885861.5907966867, 247540.76419202983 885862.8108271398, 247532.48420275748 885868.300779514, 247465.32420398295 885918.0608976781, 247432.61419190466 885941.760883268, 247419.93420233577 885950.8209063224, 247384.8441991061 885976.8108959608, 247399.68421507627 885998.3009257354, 247360.62420218438 886026.2607936375, 247384.51420160383 886059.7107817978, 247385.87421573699 886060.5508181825, 247412.67422366887 886095.9109170474, 247445.84421089292 886137.7408876196, 247484.43420901895 886187.960880205, 247503.54418049008 886194.8908277936, 247519.5541967675 886200.7008052208, 247520.32422451675 886199.6608161367, 247520.8541747257 886198.8907883838, 247521.37418605387 886198.130800236, 247521.8942309618 886197.3707785122, 247522.59421651065 886196.3207834028, 247523.17419686168 886195.4608021155, 247523.66419009864 886194.7008139677, 247524.16422294825 886193.9407922439, 247525.03417668492 886192.6107961982, 247525.8642070368 886191.2708276995, 247526.32421576977 886190.4407973476, 247526.8042029813 886189.6707695946, 247527.43421348184 886188.5909242816, 247528.1041809395 886187.4108843654, 247528.6042137891 886186.4708884209, 247529.04421046376 886185.7109002769, 247529.5241976753 886184.7809103616, 247530.26420734078 886183.3708996587, 247530.7242160663 886182.4309037142, 247531.13419464976 886181.6308914497, 247531.61418186873 886180.6409325153, 247532.48420275748 886178.9708993584, 247551.3742094636 886160.9808980562, 247568.78419683874 886144.5208790787, 247570.5242050439 886142.8509130739, 247616.52420512587 886099.7209309675, 247624.49420895427 886075.0308185555, 247635.56420154124 886039.2907927707, 247676.42419166118 885915.1209046505, 247680.93422470242 885902.4408143498, 247676.91418489814 885876.0707970597, 247665.05418607593 885791.2209107056))"
GISDATA.SW_LD_POLY.999,163A,528893,523796,375102,GARELICK FARMS LLC,626 LYNNWAY,LYNN,,10.58590639,Capped,unknown,Closed,,,MSW,DOQ,100,EWA,IN,MS_SITE,AP_DOQ,,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((244581.5213105753 911225.902178023, 244563.8355865851 911224.0405193307, 244360.91509138048 911280.8210422769, 244411.17980889976 911450.2317146063, 244486.57688518614 911481.8798787892, 244622.47776822 911337.6015316434, 244590.8296040371 911232.4179834463, 244581.5213105753 911225.902178023))"
GISDATA.SW_LD_POLY.1002,176B,39483,172713,172714,MEDFORD LANDFILL,RIVERSIDE AVE,MEDFORD,0176.002,19.66772561,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,EWA,IN,MS_SITE,AP_DOQ,,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((234853.69908335805 905579.980788365, 234830.64989260584 905579.980788365, 234836.79634795338 906044.0376632698, 234988.92096664757 906040.964435596, 235133.36253295094 906010.2321924493, 235036.5559452027 905813.5458228663, 234959.72532054782 905749.0081088953, 234853.69908335805 905579.980788365))"
GISDATA.SW_LD_POLY.1003,198A,39531,172755,172756,NATICK LANDFILL,75 WEST ST,NATICK,0198.001,34.89931098,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,CAP,PHO,DD_SW,AP_DOQ,DD_PAR,MANNO_T,DEP_BAW,2010-09-17T00:00:00,F,"POLYGON ((211431.7683229521 890854.7033201866, 211460.87253811955 890800.4636571482, 211442.35168002546 890763.4218738042, 211459.5496268794 890759.4531400837, 211493.94552058727 890723.7343015596, 211494.85512909293 890674.965384692, 211501.8830551803 890654.9425141476, 211467.48712789267 890629.8070327006, 211437.05996791273 890579.536103379, 211421.18496587127 890571.598602362, 211328.58064182848 890590.1194604561, 211267.72632186115 890613.9320306629, 211235.9762506336 890644.3591234945, 211216.13248129934 890685.369640559, 211205.54912422597 890702.5676209889, 211183.05949883163 890706.5363547094, 211120.8822676167 890701.244676169, 211077.2259280756 890694.6300863922, 211012.40290796012 890725.0572463796, 210985.94451527297 890764.7448186241, 210962.13194506615 890812.3698918857, 210929.05896259844 890857.3491426669, 210907.89228202403 890887.7763026543, 210901.2776922509 890914.2346953414, 210899.95474743098 890944.6618553288, 210909.2151932642 890979.0577154569, 210938.31944201142 890994.9327510707, 211001.12530705333 891001.7764050476, 211039.42422374338 890975.8408106044, 211073.2571607828 890932.7555534355, 211099.71555346996 890924.8180524185, 211138.6580794528 890936.7644120045, 211172.47614175826 890934.0784982517, 211226.7158383727 890923.4951075986, 211287.57012476772 890923.4951075986, 211308.7368389219 890906.2971607447, 211361.65359071642 890866.6096220799, 211431.7683229521 890854.7033201866))"
GISDATA.SW_LD_POLY.1013,028A,39074,172329,172330,HUDSON LANDFILL,172 GATES POND RD,BERLIN,0028.001,11.54282242,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,EWA,MAP,MS_SITE,AP_DOQ,,SWIGOR_J,DEP_GIS,2013-07-05T00:00:00,F,"POLYGON ((192515.768437922 904317.4822262749, 192522.1092049852 904324.7288411856, 192531.16748201847 904324.7288411856, 192558.34231312573 904329.2579797022, 192562.87145163864 904325.634655457, 192580.98800571263 904322.917179063, 192606.35117468983 904323.8229933344, 192624.46772876382 904327.4463175796, 192638.9609921649 904337.410408888, 192650.73674558848 904347.3745337725, 192666.13582326472 904350.9978244416, 192681.85942535102 904343.4687574506, 192711.09371890128 904269.7500079125, 192734.07286744565 904195.1954863071, 192759.3827828616 904136.2812279724, 192759.43607001007 904122.7292700298, 192761.92965310067 904112.7812286615, 192752.68273890764 904102.2109667249, 192690.5931444019 904110.9535165988, 192648.17187793553 904113.4062361456, 192608.16283681244 904125.4467464238, 192583.3515440002 904129.9374725334, 192551.09569820762 904148.9982868582, 192521.07811388373 904159.1562533788, 192485.87613042444 904168.9265030511, 192480.44114405662 904178.8905943595, 192477.72366765887 904194.289672032, 192492.21689748764 904230.5227801725, 192503.08683664352 904274.0025032237, 192515.768437922 904317.4822262749))"
GISDATA.SW_LD_POLY.1014,155F,383569,379635,383568,LINCOLN STREET LANDFILL,LINCOLN ST,LEXINGTON,0155.006,17.31975964,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,IN,MS_SITE,AP_DOQ,,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((221372.54212334752 910251.6655688658, 221293.4249195233 910153.8592511974, 221205.58611804992 910200.5820022263, 221181.91326289624 910201.2049950697, 221007.4816120565 910330.1598134227, 221023.0558624044 910340.127329614, 221049.84358105063 910348.2259344198, 221089.71367938071 910358.8164434545, 221129.58377771825 910374.3906937949, 221161.97819694132 910395.571678292, 221209.32394081354 910439.8025586642, 221246.07917565107 910504.5914306864, 221292.17896740884 910462.8524545431, 221436.08507683128 910309.6017881967, 221372.54212334752 910251.6655688658))"
GISDATA.SW_LD_POLY.1018,229B,39621,172834,172835,NESWC ASH LANDFILL,FARM AVE/DEARBORN RD,PEABODY,0229.002,78.54632474,Incomplete,Lined,Inactive,Municipal,,ASH,DOQ,100,PB,PHO,DD_PAR,AP_DOQ,DD_SW,MANNO_T,DEP_BAW,2010-09-21T00:00:00,F,"POLYGON ((242159.7526974827 920089.4046998098, 242277.66559385508 920039.1702018417, 242326.74338811636 920088.4863947928, 242337.06239127368 920069.9719163813, 242392.788319014 919969.9880785532, 242402.26728578657 919930.3982833475, 242409.4010810405 919884.8870005682, 242410.95278786123 919876.892283868, 242411.92619320005 919872.8532057442, 242412.96997651458 919868.8318228498, 242414.08380203694 919864.8291760758, 242415.26730041206 919860.8465749398, 242416.5201022923 919856.885396108, 242417.84187190235 919852.9465125911, 242419.23220632225 919849.0314017832, 242420.69060188532 919845.1411045901, 242422.2166892439 919841.2767962106, 242423.80999831855 919837.4398197345, 242425.46999187022 919833.6312160604, 242427.196199812 919829.8520932384, 242428.98808491975 919826.1036936268, 242430.84521067888 919822.3872260079, 242432.76687196642 919818.7035969682, 242434.75249797106 919815.0541160218, 242436.8015178889 919811.4399247989, 242438.9132937342 919807.8618963026, 242441.08718755096 919804.3213736303, 242443.32259494066 919800.8192969449, 242445.6188107878 919797.3568078689, 242447.97499565035 919793.9349137247, 242450.39057872444 919790.5546218269, 242452.86488845944 919787.2169730775, 242455.3969846964 919783.9230755232, 242457.98619588464 919780.6738693304, 242460.63171616942 919777.47039539, 242463.33270611614 919774.3134931363, 242468.58929640055 919768.4746056721, 242471.24421831965 919765.8630991727, 242472.93617744 919764.1234938912, 242474.59761481732 919762.354676377, 242476.2277917415 919760.5571167134, 242477.8264060244 919758.7313185558, 242479.39292042702 919756.8780206069, 242480.9267977178 919754.9974914826, 242482.427702114 919753.0906041972, 242483.89509639144 919751.1577952504, 242485.3285104558 919749.1996018775, 242486.72750781476 919747.2167963609, 242488.09168552607 919745.2098152041, 242489.42070783675 919743.1793971062, 242490.7140039131 919741.1260121465, 242491.9712715745 919739.0503990278, 242493.19220861793 919736.9530949891, 242494.37621064484 919734.8349058814, 242495.52321051806 919732.6964025162, 242496.63257025927 919730.5381221361, 242497.70418914407 919728.3608034402, 242498.73769780993 919726.1650843918, 242499.73259260505 919723.9518044293, 242500.68877279758 919721.7214000523, 242501.6059026122 919719.4746099636, 242502.48367985338 919717.2122064382, 242503.32190306485 919714.9347938709, 242504.12010215223 919712.6432116926, 242504.87827713042 919710.3378964029, 242505.59609221667 919708.0197881721, 242506.2733123675 919705.6894913875, 242506.90980327874 919703.3476775996, 242507.50529633462 919700.995186232, 242508.05969079584 919698.632722415, 242508.57271805406 919696.2608233839, 242509.04427736998 919693.8803957216, 242509.47420085967 919691.4920102432, 242509.8624213636 919689.0966071151, 242510.20870384574 919686.6946899928, 242510.51308188587 919684.2870983146, 242511.58349198848 919684.311777614, 242520.7886024639 919607.1969884336, 242521.5616857484 919599.2523018792, 242521.877681531 919594.8924935833, 242522.11749046296 919590.5278837346, 242522.28107896447 919586.1597146988, 242522.36848062277 919581.7892959826, 242522.379594706 919577.4181049876, 242522.31438762695 919573.04731692, 242522.17292654514 919568.6783756055, 242529.92665911466 919421.9184996076, 242441.09531325102 919336.7642352134, 242305.73811352998 919293.0183450654, 242310.26480090618 919348.4378801323, 242126.92721314728 919397.7798604369, 242122.63647331297 919531.5434488878, 242095.85130654275 919542.8618126139, 242052.65500930697 919535.1391054541, 242002.89670431614 919562.8611790612, 241970.585791789 919603.476088617, 241928.48639712483 919642.772787746, 241831.0885134861 919763.8468842618, 241828.2645971179 919839.3958977349, 241832.1836700365 919884.8870005682, 241836.20219886303 919922.5903906263, 241911.99498338997 919884.8870005682, 242153.44198209047 919763.3544063009, 242130.4009841904 919884.8870005682, 242086.98650179058 920120.4053261578, 242159.7526974827 920089.4046998098))"
GISDATA.SW_LD_POLY.1019,010A,39027,172287,172288,ARLINGTON KEATS ROAD DUMP,KEATS RD,ARLINGTON,0010.001,3.79724581,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,PB,DDS,DD_PAR,AP_DOQ,DD_SW,MANNO_T,DEP_BAW,2010-09-02T00:00:00,PAR,"POLYGON ((225129.45401162654 907536.3024943322, 225138.85612000525 907484.7396120243, 225141.13239094615 907472.5663036034, 225146.0808089599 907445.1518986076, 225148.95089408755 907429.3168199584, 225153.30559863895 907409.1271039136, 225156.0766979456 907392.599292405, 225162.7076062858 907353.7044125795, 225167.45808622986 907327.3785829917, 225172.60447587818 907294.4219122194, 225170.5261765793 907294.4219122194, 225169.63550566137 907294.5208308883, 225168.74470043182 907294.6197831295, 225167.95301532745 907294.9167070128, 225125.79210709035 907312.7311998755, 225099.86218720675 907323.6177933626, 225096.3982878849 907325.0032926537, 225084.5220040828 907329.4569830224, 225071.65599638224 907333.5146965347, 225061.16531259567 907336.1869107559, 225025.04149850458 907344.0053803176, 225023.75491788238 907344.7972333021, 225022.76529471576 907346.3807042316, 225022.56728950143 907348.1620796509, 225023.55701339245 907349.7456177324, 225050.7735139057 907385.6713930331, 225056.11790876836 907392.7972304709, 225077.2973151356 907420.7064974122, 225083.8292040676 907429.9106005691, 225089.8662982136 907439.609599255, 225095.11167368293 907449.6054882444, 225099.56529690325 907459.4035063274, 225107.779776901 907478.9993074499, 225115.20240391046 907499.3870287165, 225120.84368908405 907514.5293073542, 225124.90140259266 907525.7127911486, 225129.45401162654 907536.3024943322))"
GISDATA.SW_LD_POLY.1024,040C,39109,172364,172365,BRAINTREE LANDFILL,UNION/IVORY ST,BRAINTREE,0040.003,27.46159027,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,PB,PHO,DD_PAR,AP_DOQ,KNOW,MANNO_T,DEP_BAW,2015-12-23T00:00:00,F,"POLYGON ((241449.55821222812 884413.006111458, 241459.85935226828 884398.0624760054, 241611.50613269955 884279.0288707726, 241680.79506531358 884191.5269501396, 241587.32814095914 884117.0625499524, 241502.8593231514 884029.4999216013, 241499.79690735787 883972.6874666624, 241478.29683797807 883948.1249814928, 241470.0871931091 883946.269702483, 241464.4687404856 883945.0000112318, 241391.95739634335 883951.4222703502, 241360.03124586493 883954.2499473803, 241359.75930347294 883954.8594757356, 241349.43868861347 883955.961213436, 241346.832084395 883960.7740128115, 241344.43459947407 883965.2946898527, 241342.12109132856 883969.847500354, 241339.8873963803 883974.4400999285, 241337.73418617249 883979.0709104501, 241335.66219940037 883983.7384880893, 241333.67190615088 883988.4416912235, 241331.76401153952 883993.1788074113, 241329.93908639252 883997.9484935589, 241328.19770152122 884002.7494065799, 241326.54029341787 884007.5799011812, 241324.9675000608 884012.4386006966, 241323.47969080508 884017.3239941522, 241322.07750360668 884022.2346041426, 241320.76110635698 884027.1688861176, 241319.53110345453 884032.1254969798, 241318.38769634813 884037.1027914509, 241317.33138871193 884042.0992921218, 241316.3624155745 884047.1133872904, 241315.48111271113 884052.143700283, 241314.68781590462 884057.1886865459, 241313.98259229958 884062.2467007935, 241313.36571051925 884067.3161984719, 241312.8375063315 884072.3957021795, 241312.39801332355 884077.4837009422, 241312.04729863256 884082.5785158873, 241311.78559731692 884087.6788039319, 241311.61301010102 884092.7827854753, 241309.77821323276 884165.9118844084, 241305.4756877795 884336.8569041081, 241449.55821222812 884413.006111458))"
GISDATA.SW_LD_POLY.1028,035O,299480,298108,299479,NEPONSET AVENUE LANDFILL,NEPONSET AVE,BOSTON,0035.015,18.60282408,Incomplete,Not Lined,Inactive,State,,MSW,PTQ,100,PB,MAP,MS_SITE,MS_USGS,,BODIN_E,DEP_BAW,1994-08-26T00:00:00,F,"POLYGON ((237669.37498591095 892747.3749611452, 237800.17192097753 892654.5625586994, 237802.2812456861 892399.7499895357, 237796.6875059381 892370.312519867, 237779.20307773352 892358.374991104, 237723.2188064009 892360.1250053421, 237637.70314974338 892397.9999753013, 237584.6250255406 892409.9375376403, 237534.82810667902 892443.0624305829, 237501.9843898788 892459.9999856316, 237669.37498591095 892747.3749611452))"
GISDATA.SW_LD_POLY.1029,336A,310984,308985,310983,WEYMOUTH MAIN STREET LANDFILL,MAIN AND WASHINGTON ST,WEYMOUTH,0336.001,29.9,Incomplete,Not Lined,Inactive,Municipal,,MSW,DTQ,0,EL,MAP,UNK,,,MANNO_T,DEP_BAW,1997-08-12T00:00:00,P,"POLYGON ((244957.68754068762 883872.312487103, 244923.5156410113 883875.3125498854, 244890.42184063047 883884.1875285506, 244859.37501195073 883898.6250200905, 244831.26559084654 883918.3125543408, 244807.04693701863 883942.5624686182, 244787.37501619756 883970.6250158399, 244772.90629778802 884001.6874579564, 244764.04693255574 884034.8125187829, 244761.04686977714 884068.937510997, 244764.04693255574 884103.1250576824, 244772.92191122472 884136.249950625, 244787.42192365974 884167.250039734, 244807.07806315273 884195.3749399632, 244831.32811173797 884219.6250221245, 244859.40627239645 884239.2500354834, 244890.4843615219 884253.7500479184, 244923.59377533942 884262.5625056885, 244957.68754068762 884265.5625684671, 244991.87491948158 884262.5625056885, 245024.9687198624 884253.6875270233, 245056.00006941706 884239.1875145882, 245084.12496965379 884219.5625012331, 245108.34375778586 884195.3124526478, 245128.00006517023 884167.1875188388, 245142.48443058878 884136.1249424145, 245151.32814881206 884103.062536791, 245154.32804370672 884068.937510997, 245151.32814881206 884034.7499978878, 245142.45317014307 884001.6249370612, 245127.95315770805 883970.6250158399, 245108.29688390344 883942.499947723, 245084.0624487549 883918.3125543408, 245055.98442240804 883898.6250200905, 245024.92184598 883884.1875285506, 244991.79691946507 883875.3125498854, 244957.68754068762 883872.312487103))"
GISDATA.SW_LD_POLY.1041,100C,39281,172525,172526,FRAMINGHAM ASH LANDFILL,OLD GATES RD,FRAMINGHAM,0100.003,15.60811662,Capped,Not Lined,Closed,Municipal,,ASH,NA,500,EWA,DD_1,MS_USGS,DD_LU,,BODIN_E,DEP_BAW,1995-01-01T00:00:00,LU,"POLYGON ((200724.5156858042 893413.9999712817, 200690.68748316914 893441.8124349266, 200682.03129405528 893508.6250431687, 200681.4219000116 893607.2499749139, 200677.87499765307 893663.875035055, 200657.2812462002 893715.9374465495, 200677.42190583795 893740.2500160299, 200718.03124156594 893746.2499737032, 200744.24995963275 893815.7500738315, 200773.1249427125 893870.062465258, 200848.6562273875 893867.3124524802, 200894.42185805738 893860.6249664277, 200894.68755506724 893814.8124618754, 200870.79695126414 893677.812560901, 200816.87499643862 893569.2499967441, 200766.04685216397 893476.6875099912, 200739.6093109697 893434.5000757016, 200724.5156858042 893413.9999712817))"
GISDATA.SW_LD_POLY.1050,023C,39061,172317,172318,BEDFORD VA LANDFILL,SPRINGS RD,BEDFORD,0023.003,0.83431451,Incomplete,Not Lined,Inactive,Private,,C&D WASTE,DOQ,100,EWA,IN,MS_SITE,AP_DOQ,,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((219071.01029015332 917254.1748670042, 219030.13210114837 917236.31548132, 218999.96953012794 917305.768741142, 219042.43525291234 917322.4375100695, 219071.01029015332 917254.1748670042))"
GISDATA.SW_LD_POLY.1070,163A,39445,172678,172679,LYNN LANDFILL,250 COMMERCIAL ST,LYNN,0163.001,22.91967917,Capped,Not Lined,Closed,Private,,MSW,DOQ,100,PB,PHO,MS_USGS,DD_PAR,AP_DOQ,MANNO_T,DEP_BAW,2013-07-30T00:00:00,F,"POLYGON ((244617.0718933493 911340.9230968766, 244620.2600896284 911337.6336986758, 244621.05687847733 911338.0703376196, 244621.21076314896 911338.1546501704, 244650.1018969044 911306.8418894336, 244704.703287974 911356.103384994, 244779.09680652618 911423.2228895724, 244779.6537528634 911422.6055712886, 244779.9018889591 911422.8292967007, 244793.46308065206 911407.299032595, 244809.71310732514 911388.6894969083, 244826.75471836329 911369.5392998606, 244843.35428451747 911350.8858115152, 244849.2602929622 911344.0016969107, 244849.9619909525 911342.571909193, 244544.51649582386 911060.392413307, 244505.4052440077 911075.9162977301, 244482.91561861336 911085.8381823972, 244467.0405829996 911098.4059231207, 244479.60832372308 911142.7237350717, 244498.12918181717 911206.223843947, 244496.50370571017 911222.8434893116, 244501.73981384933 911241.2406151295, 244502.27446487546 911243.1191631928, 244500.53969471902 911243.620807752, 244448.6319065988 911258.650434617, 244446.67505631596 911259.2170176357, 244401.41254760325 911272.3225320689, 244363.14979364723 911283.4012883306, 244367.13269697875 911297.0889656395, 244365.92693686485 911297.6630699635, 244370.98421241343 911315.4496936835, 244408.15949901938 911446.1970015317, 244410.88009810448 911447.4323096499, 244482.37619961798 911479.8953944072, 244617.0718933493 911340.9230968766))"
GISDATA.SW_LD_POLY.1075,051A,131,169008,169009,CARLISLE LANDFILL,26 LOWELL ST,CARLISLE,0051.001,5.87068413,Incomplete,Not Lined,Inactive,Municipal,,MSW,NA,500,PB,DDS,DD_PAR,AP_DOQ,TEXT,MANNO_T,DEP_BAW,2010-08-05T00:00:00,PAR,"POLYGON ((212376.68269966543 920626.3145005219, 212376.7589872405 920625.7810918577, 212352.05111245066 920635.0013121143, 212347.45999027044 920637.2111000381, 212342.8498969376 920639.3446675427, 212338.25880833715 920641.5544890463, 212333.66782046854 920643.76431055, 212329.09580376744 920646.0503189005, 212324.52378706634 920648.2601068281, 212319.9517032057 920650.5460816026, 212315.3988255486 920652.8321235329, 212310.84578000754 920655.1180983074, 212306.31187351793 920657.4802935049, 212301.77796702832 920659.7663018592, 212297.2630988583 920662.1284970567, 212292.7482978329 920664.4906922579, 212288.23339608312 920666.8528874554, 212259.10591186583 920683.9980172478, 212206.1848957464 920720.4216092937, 212197.47907941788 920726.3651907146, 212169.76120296866 920748.8443064168, 212153.8353985101 920758.978903152, 212157.43592378497 920759.8933132067, 212215.0812967196 920797.3075693101, 212303.3210780695 920854.4577109478, 212323.74271238595 920803.5559988543, 212335.76327776164 920773.5331764705, 212336.69669255614 920771.2471009642, 212337.6302080825 920768.9610926136, 212338.56362288445 920766.5988974124, 212339.49710483104 920764.3128890619, 212340.44962509722 920762.0269142874, 212341.40211179107 920759.7409059331, 212342.37360322475 920757.4548975825, 212343.34519539028 920755.168889232, 212344.3166868165 920752.8828808814, 212345.28827898204 920750.5969061069, 212346.2789094597 920748.3108977526, 212347.26950636506 920746.0249229781, 212348.27910801023 920743.7389146276, 212349.28881038725 920741.4528726973, 212350.71752363443 920738.1000805944, 212352.1463040337 920734.7472884916, 212353.57511802018 920731.3944963887, 212354.98469221592 920728.0417042859, 212356.37539598346 920724.6126917601, 212357.766099751 920721.2597989254, 212359.15666920692 920717.9070068225, 212360.52830108255 920714.477994293, 212361.8808946386 920711.1252021901, 212363.2334210351 920707.6961896643, 212364.5669091195 920704.2672107145, 212365.90039720386 920700.9144186117, 212367.21491412818 920697.4854060821, 212368.52929673344 920694.0563935563, 212368.87222149223 920693.1419835016, 212369.21511267126 920692.1513865963, 212369.5198936388 920691.2369765416, 212369.80570344627 920690.2463796362, 212370.07240777463 920689.3319695815, 212370.32000663877 920688.341406256, 212370.5677062273 920687.3508093506, 212370.7771948725 920686.3602124453, 212370.96767878532 920685.3695819676, 212371.1391915232 920684.3789850622, 212371.29159879684 920683.3884217367, 212371.405895859 920682.3977912553, 212371.52019292116 920681.4071943499, 212371.61541808397 920680.4165974483, 212371.9201990515 920676.6827703752, 212372.2250135988 920673.0251973048, 212372.52979456633 920669.2912695035, 212372.85368100554 920665.5575095862, 212373.17760101706 920661.8237160891, 212373.52049219608 920658.1661094427, 212373.86341695487 920654.4323159494, 212374.2063081339 920650.6985224523, 212374.56820405275 920646.9646953829, 212374.9300999716 920643.3071223125, 212375.2920966223 920639.5732952394, 212375.67309802026 920635.839501746, 212376.05409941077 920632.1819286756, 212376.4541726932 920628.4481016025, 212376.47321101278 920628.2194739059, 212376.51128765196 920627.8385060914, 212376.54939786345 920627.4575046971, 212376.6066135466 920627.0765033066, 212376.64469017833 920626.6955019161, 212376.68269966543 920626.3145005219))"
GISDATA.SW_LD_POLY.1100,050A,39139,172393,172394,CANTON LANDFILL,PINE ST,CANTON,0050.001,26.07194086,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,MAP,MS_SITE,,,HYDE_J,DEP_GIS,2002-04-24T00:00:00,F,"POLYGON ((230451.65624399483 877176.0625302009, 230392.4843807742 877177.250024274, 230374.7187764272 877193.8124875315, 230336.85941990465 877203.3125072569, 230309.64056898654 877193.8124875315, 230283.59373302013 877200.9374519624, 230256.37501640618 877195.0000151806, 230207.8594065383 877187.9375716485, 230165.2500065714 877187.9375716485, 230152.2343113646 877235.2500068583, 230153.4218390137 877254.1875254139, 230141.57805801183 877264.8750392124, 230148.68754331768 877275.5000321157, 230151.0468172878 877292.0624953732, 230151.0468172878 877310.9999803528, 230175.90625992417 877306.2500376441, 230192.46872318536 877310.9999803528, 230207.8594065383 877338.2499574088, 230188.92192155868 877345.3125352487, 230151.0468172878 877335.8750699982, 230155.78124729544 877380.8124834895, 230182.99996390194 877406.8749328963, 230232.70310142636 877474.3125486225, 230243.35935477167 877481.4375130497, 230254.01560812443 877509.8124968596, 230284.78126066923 877524.0000391304, 230308.45317564905 877541.750030037, 230327.39069420844 877540.6250232831, 230354.60941081494 877534.6874186173, 230379.45307212323 877532.3125312068, 230396.03128312528 877518.1249889359, 230435.07816729695 877521.6875383034, 230450.46871634573 877518.1249889359, 230449.2812222764 877489.6874842308, 230442.18751829118 877484.9999281093, 230432.7187590152 877445.937430501, 230433.9062866643 877439.9999937229, 230455.20317992568 877417.4999593757, 230470.59372897446 877397.374946747, 230515.56257079542 877403.3125178367, 230534.50005577505 877396.1875534058, 230573.5469063744 877331.1249929778, 230529.76562577486 877268.3750676848, 230457.56245390326 877197.3750369027, 230451.65624399483 877176.0625302009))"
